Gender,Match,Age,StudyField,Race,ImpRace,ImpRelig,From,Income,Goal,FreqDate,FreqGoOut,CareerField,Sports,Exercise,Dining,Art,Gaming,Clubbing,Reading,Tv,Movies,Concerts,Music,Shopping,Yoga,ExpectHappy,ExpectNum,DesireAttr,DesireSinc,DesireIntel,DesireFun,DesireAmb,DesireShar,YourAttr,YourSinc,YourIntel,YourFun,YourAmb
Female,0,33.0,Law,Caucasian,6.0,2.0,Albania,,MeetNewPeople,AlmostNever,TwiceAMonth,Lawyer,4.0,6.0,8.0,9.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,6.0,4.0,6.0,,8.33,20.83,20.83,14.58,16.67,18.75,7.0,10.0,8.0,7.0,7.0
Female,0,33.0,Law,Caucasian,6.0,2.0,Albania,,MeetNewPeople,AlmostNever,TwiceAMonth,Lawyer,4.0,6.0,8.0,9.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,6.0,4.0,6.0,,8.33,20.83,20.83,14.58,16.67,18.75,7.0,10.0,8.0,7.0,7.0
Female,0,33.0,Law,Caucasian,6.0,2.0,Albania,,MeetNewPeople,AlmostNever,TwiceAMonth,Lawyer,4.0,6.0,8.0,9.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,6.0,4.0,6.0,,8.33,20.83,20.83,14.58,16.67,18.75,7.0,10.0,8.0,7.0,7.0
Female,0,33.0,Law,Caucasian,6.0,2.0,Albania,,MeetNewPeople,AlmostNever,TwiceAMonth,Lawyer,4.0,6.0,8.0,9.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,6.0,4.0,6.0,,8.33,20.83,20.83,14.58,16.67,18.75,7.0,10.0,8.0,7.0,7.0
Female,0,33.0,Law,Caucasian,6.0,2.0,Albania,,MeetNewPeople,AlmostNever,TwiceAMonth,Lawyer,4.0,6.0,8.0,9.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,6.0,4.0,6.0,,8.33,20.83,20.83,14.58,16.67,18.75,7.0,10.0,8.0,7.0,7.0
Female,0,33.0,Law,Caucasian,6.0,2.0,Albania,,MeetNewPeople,AlmostNever,TwiceAMonth,Lawyer,4.0,6.0,8.0,9.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,6.0,4.0,6.0,,8.33,20.83,20.83,14.58,16.67,18.75,7.0,10.0,8.0,7.0,7.0
Female,0,33.0,Law,Caucasian,6.0,2.0,Albania,,MeetNewPeople,AlmostNever,TwiceAMonth,Lawyer,4.0,6.0,8.0,9.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,6.0,4.0,6.0,,8.33,20.83,20.83,14.58,16.67,18.75,7.0,10.0,8.0,7.0,7.0
Female,0,33.0,Law,Caucasian,6.0,2.0,Albania,,MeetNewPeople,AlmostNever,TwiceAMonth,Lawyer,4.0,6.0,8.0,9.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,6.0,4.0,6.0,,8.33,20.83,20.83,14.58,16.67,18.75,7.0,10.0,8.0,7.0,7.0
Female,0,33.0,Law,Caucasian,6.0,2.0,Albania,,MeetNewPeople,AlmostNever,TwiceAMonth,Lawyer,4.0,6.0,8.0,9.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,6.0,4.0,6.0,,8.33,20.83,20.83,14.58,16.67,18.75,7.0,10.0,8.0,7.0,7.0
Female,0,33.0,Law,Caucasian,6.0,2.0,Albania,,MeetNewPeople,AlmostNever,TwiceAMonth,Lawyer,4.0,6.0,8.0,9.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,6.0,4.0,6.0,,8.33,20.83,20.83,14.58,16.67,18.75,7.0,10.0,8.0,7.0,7.0
Female,0,33.0,Law,Caucasian,6.0,2.0,Albania,,MeetNewPeople,AlmostNever,TwiceAMonth,Lawyer,4.0,6.0,8.0,9.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,6.0,4.0,6.0,,8.33,20.83,20.83,14.58,16.67,18.75,7.0,10.0,8.0,7.0,7.0
Female,0,33.0,Law,Caucasian,6.0,2.0,Albania,,MeetNewPeople,AlmostNever,TwiceAMonth,Lawyer,4.0,6.0,8.0,9.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,6.0,4.0,6.0,,8.33,20.83,20.83,14.58,16.67,18.75,7.0,10.0,8.0,7.0,7.0
Female,0,33.0,Law,Caucasian,6.0,2.0,Albania,,MeetNewPeople,AlmostNever,TwiceAMonth,Lawyer,4.0,6.0,8.0,9.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,6.0,4.0,6.0,,8.33,20.83,20.83,14.58,16.67,18.75,7.0,10.0,8.0,7.0,7.0
Female,0,33.0,Law,Caucasian,6.0,2.0,Albania,,MeetNewPeople,AlmostNever,TwiceAMonth,Lawyer,4.0,6.0,8.0,9.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,6.0,4.0,6.0,,8.33,20.83,20.83,14.58,16.67,18.75,7.0,10.0,8.0,7.0,7.0
Female,0,33.0,Law,Caucasian,6.0,2.0,Albania,,MeetNewPeople,AlmostNever,TwiceAMonth,Lawyer,4.0,6.0,8.0,9.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,6.0,4.0,6.0,,8.33,20.83,20.83,14.58,16.67,18.75,7.0,10.0,8.0,7.0,7.0
Female,0,33.0,Law,Caucasian,6.0,2.0,Albania,,MeetNewPeople,AlmostNever,TwiceAMonth,Lawyer,4.0,6.0,8.0,9.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,6.0,4.0,6.0,,8.33,20.83,20.83,14.58,16.67,18.75,7.0,10.0,8.0,7.0,7.0
Female,0,23.0,Biology/Chemistry/Physics,Caucasian,5.0,2.0,PA,"29,279.00",FunNightOut,OneAMonth,TwiceAWeek,Academic/Research,10.0,9.0,6.0,6.0,3.0,7.0,7.0,5.0,7.0,9.0,8.0,7.0,4.0,5.0,,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,9.0,8.0,9.0
Female,0,23.0,Biology/Chemistry/Physics,Caucasian,5.0,2.0,PA,"29,279.00",FunNightOut,OneAMonth,TwiceAWeek,Academic/Research,10.0,9.0,6.0,6.0,3.0,7.0,7.0,5.0,7.0,9.0,8.0,7.0,4.0,5.0,,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,9.0,8.0,9.0
Female,0,23.0,Biology/Chemistry/Physics,Caucasian,5.0,2.0,PA,"29,279.00",FunNightOut,OneAMonth,TwiceAWeek,Academic/Research,10.0,9.0,6.0,6.0,3.0,7.0,7.0,5.0,7.0,9.0,8.0,7.0,4.0,5.0,,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,9.0,8.0,9.0
Female,0,23.0,Biology/Chemistry/Physics,Caucasian,5.0,2.0,PA,"29,279.00",FunNightOut,OneAMonth,TwiceAWeek,Academic/Research,10.0,9.0,6.0,6.0,3.0,7.0,7.0,5.0,7.0,9.0,8.0,7.0,4.0,5.0,,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,9.0,8.0,9.0
Female,1,23.0,Biology/Chemistry/Physics,Caucasian,5.0,2.0,PA,"29,279.00",FunNightOut,OneAMonth,TwiceAWeek,Academic/Research,10.0,9.0,6.0,6.0,3.0,7.0,7.0,5.0,7.0,9.0,8.0,7.0,4.0,5.0,,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,9.0,8.0,9.0
Female,0,23.0,Biology/Chemistry/Physics,Caucasian,5.0,2.0,PA,"29,279.00",FunNightOut,OneAMonth,TwiceAWeek,Academic/Research,10.0,9.0,6.0,6.0,3.0,7.0,7.0,5.0,7.0,9.0,8.0,7.0,4.0,5.0,,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,9.0,8.0,9.0
Female,0,23.0,Biology/Chemistry/Physics,Caucasian,5.0,2.0,PA,"29,279.00",FunNightOut,OneAMonth,TwiceAWeek,Academic/Research,10.0,9.0,6.0,6.0,3.0,7.0,7.0,5.0,7.0,9.0,8.0,7.0,4.0,5.0,,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,9.0,8.0,9.0
Female,0,23.0,Biology/Chemistry/Physics,Caucasian,5.0,2.0,PA,"29,279.00",FunNightOut,OneAMonth,TwiceAWeek,Academic/Research,10.0,9.0,6.0,6.0,3.0,7.0,7.0,5.0,7.0,9.0,8.0,7.0,4.0,5.0,,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,9.0,8.0,9.0
Female,0,23.0,Biology/Chemistry/Physics,Caucasian,5.0,2.0,PA,"29,279.00",FunNightOut,OneAMonth,TwiceAWeek,Academic/Research,10.0,9.0,6.0,6.0,3.0,7.0,7.0,5.0,7.0,9.0,8.0,7.0,4.0,5.0,,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,9.0,8.0,9.0
Female,0,23.0,Biology/Chemistry/Physics,Caucasian,5.0,2.0,PA,"29,279.00",FunNightOut,OneAMonth,TwiceAWeek,Academic/Research,10.0,9.0,6.0,6.0,3.0,7.0,7.0,5.0,7.0,9.0,8.0,7.0,4.0,5.0,,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,9.0,8.0,9.0
Female,0,23.0,Biology/Chemistry/Physics,Caucasian,5.0,2.0,PA,"29,279.00",FunNightOut,OneAMonth,TwiceAWeek,Academic/Research,10.0,9.0,6.0,6.0,3.0,7.0,7.0,5.0,7.0,9.0,8.0,7.0,4.0,5.0,,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,9.0,8.0,9.0
Female,0,23.0,Biology/Chemistry/Physics,Caucasian,5.0,2.0,PA,"29,279.00",FunNightOut,OneAMonth,TwiceAWeek,Academic/Research,10.0,9.0,6.0,6.0,3.0,7.0,7.0,5.0,7.0,9.0,8.0,7.0,4.0,5.0,,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,9.0,8.0,9.0
Female,0,23.0,Biology/Chemistry/Physics,Caucasian,5.0,2.0,PA,"29,279.00",FunNightOut,OneAMonth,TwiceAWeek,Academic/Research,10.0,9.0,6.0,6.0,3.0,7.0,7.0,5.0,7.0,9.0,8.0,7.0,4.0,5.0,,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,9.0,8.0,9.0
Female,0,23.0,Biology/Chemistry/Physics,Caucasian,5.0,2.0,PA,"29,279.00",FunNightOut,OneAMonth,TwiceAWeek,Academic/Research,10.0,9.0,6.0,6.0,3.0,7.0,7.0,5.0,7.0,9.0,8.0,7.0,4.0,5.0,,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,9.0,8.0,9.0
Female,0,23.0,Biology/Chemistry/Physics,Caucasian,5.0,2.0,PA,"29,279.00",FunNightOut,OneAMonth,TwiceAWeek,Academic/Research,10.0,9.0,6.0,6.0,3.0,7.0,7.0,5.0,7.0,9.0,8.0,7.0,4.0,5.0,,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,9.0,8.0,9.0
Female,0,23.0,Biology/Chemistry/Physics,Caucasian,5.0,2.0,PA,"29,279.00",FunNightOut,OneAMonth,TwiceAWeek,Academic/Research,10.0,9.0,6.0,6.0,3.0,7.0,7.0,5.0,7.0,9.0,8.0,7.0,4.0,5.0,,16.0,16.0,16.0,18.0,18.0,16.0,7.0,8.0,9.0,8.0,9.0
Female,0,24.0,Biology/Chemistry/Physics,Caucasian,9.0,7.0,Minnesota,"38,774.00",MeetNewPeople,AlmostNever,SeveralAWeek,Academic/Research,2.0,2.0,9.0,5.0,2.0,1.0,8.0,10.0,10.0,5.0,8.0,9.0,2.0,5.0,,11.36,18.18,22.73,18.18,11.36,18.18,5.0,5.0,9.0,7.0,7.0
Female,0,24.0,Biology/Chemistry/Physics,Caucasian,9.0,7.0,Minnesota,"38,774.00",MeetNewPeople,AlmostNever,SeveralAWeek,Academic/Research,2.0,2.0,9.0,5.0,2.0,1.0,8.0,10.0,10.0,5.0,8.0,9.0,2.0,5.0,,11.36,18.18,22.73,18.18,11.36,18.18,5.0,5.0,9.0,7.0,7.0
Female,0,24.0,Biology/Chemistry/Physics,Caucasian,9.0,7.0,Minnesota,"38,774.00",MeetNewPeople,AlmostNever,SeveralAWeek,Academic/Research,2.0,2.0,9.0,5.0,2.0,1.0,8.0,10.0,10.0,5.0,8.0,9.0,2.0,5.0,,11.36,18.18,22.73,18.18,11.36,18.18,5.0,5.0,9.0,7.0,7.0
Female,0,24.0,Biology/Chemistry/Physics,Caucasian,9.0,7.0,Minnesota,"38,774.00",MeetNewPeople,AlmostNever,SeveralAWeek,Academic/Research,2.0,2.0,9.0,5.0,2.0,1.0,8.0,10.0,10.0,5.0,8.0,9.0,2.0,5.0,,11.36,18.18,22.73,18.18,11.36,18.18,5.0,5.0,9.0,7.0,7.0
Female,0,24.0,Biology/Chemistry/Physics,Caucasian,9.0,7.0,Minnesota,"38,774.00",MeetNewPeople,AlmostNever,SeveralAWeek,Academic/Research,2.0,2.0,9.0,5.0,2.0,1.0,8.0,10.0,10.0,5.0,8.0,9.0,2.0,5.0,,11.36,18.18,22.73,18.18,11.36,18.18,5.0,5.0,9.0,7.0,7.0
Female,0,24.0,Biology/Chemistry/Physics,Caucasian,9.0,7.0,Minnesota,"38,774.00",MeetNewPeople,AlmostNever,SeveralAWeek,Academic/Research,2.0,2.0,9.0,5.0,2.0,1.0,8.0,10.0,10.0,5.0,8.0,9.0,2.0,5.0,,11.36,18.18,22.73,18.18,11.36,18.18,5.0,5.0,9.0,7.0,7.0
Female,0,24.0,Biology/Chemistry/Physics,Caucasian,9.0,7.0,Minnesota,"38,774.00",MeetNewPeople,AlmostNever,SeveralAWeek,Academic/Research,2.0,2.0,9.0,5.0,2.0,1.0,8.0,10.0,10.0,5.0,8.0,9.0,2.0,5.0,,11.36,18.18,22.73,18.18,11.36,18.18,5.0,5.0,9.0,7.0,7.0
Female,0,24.0,Biology/Chemistry/Physics,Caucasian,9.0,7.0,Minnesota,"38,774.00",MeetNewPeople,AlmostNever,SeveralAWeek,Academic/Research,2.0,2.0,9.0,5.0,2.0,1.0,8.0,10.0,10.0,5.0,8.0,9.0,2.0,5.0,,11.36,18.18,22.73,18.18,11.36,18.18,5.0,5.0,9.0,7.0,7.0
Female,0,24.0,Biology/Chemistry/Physics,Caucasian,9.0,7.0,Minnesota,"38,774.00",MeetNewPeople,AlmostNever,SeveralAWeek,Academic/Research,2.0,2.0,9.0,5.0,2.0,1.0,8.0,10.0,10.0,5.0,8.0,9.0,2.0,5.0,,11.36,18.18,22.73,18.18,11.36,18.18,5.0,5.0,9.0,7.0,7.0
Female,0,24.0,Biology/Chemistry/Physics,Caucasian,9.0,7.0,Minnesota,"38,774.00",MeetNewPeople,AlmostNever,SeveralAWeek,Academic/Research,2.0,2.0,9.0,5.0,2.0,1.0,8.0,10.0,10.0,5.0,8.0,9.0,2.0,5.0,,11.36,18.18,22.73,18.18,11.36,18.18,5.0,5.0,9.0,7.0,7.0
Female,0,24.0,Biology/Chemistry/Physics,Caucasian,9.0,7.0,Minnesota,"38,774.00",MeetNewPeople,AlmostNever,SeveralAWeek,Academic/Research,2.0,2.0,9.0,5.0,2.0,1.0,8.0,10.0,10.0,5.0,8.0,9.0,2.0,5.0,,11.36,18.18,22.73,18.18,11.36,18.18,5.0,5.0,9.0,7.0,7.0
Female,0,24.0,Biology/Chemistry/Physics,Caucasian,9.0,7.0,Minnesota,"38,774.00",MeetNewPeople,AlmostNever,SeveralAWeek,Academic/Research,2.0,2.0,9.0,5.0,2.0,1.0,8.0,10.0,10.0,5.0,8.0,9.0,2.0,5.0,,11.36,18.18,22.73,18.18,11.36,18.18,5.0,5.0,9.0,7.0,7.0
Female,0,24.0,Biology/Chemistry/Physics,Caucasian,9.0,7.0,Minnesota,"38,774.00",MeetNewPeople,AlmostNever,SeveralAWeek,Academic/Research,2.0,2.0,9.0,5.0,2.0,1.0,8.0,10.0,10.0,5.0,8.0,9.0,2.0,5.0,,11.36,18.18,22.73,18.18,11.36,18.18,5.0,5.0,9.0,7.0,7.0
Female,0,24.0,Biology/Chemistry/Physics,Caucasian,9.0,7.0,Minnesota,"38,774.00",MeetNewPeople,AlmostNever,SeveralAWeek,Academic/Research,2.0,2.0,9.0,5.0,2.0,1.0,8.0,10.0,10.0,5.0,8.0,9.0,2.0,5.0,,11.36,18.18,22.73,18.18,11.36,18.18,5.0,5.0,9.0,7.0,7.0
Female,0,24.0,Biology/Chemistry/Physics,Caucasian,9.0,7.0,Minnesota,"38,774.00",MeetNewPeople,AlmostNever,SeveralAWeek,Academic/Research,2.0,2.0,9.0,5.0,2.0,1.0,8.0,10.0,10.0,5.0,8.0,9.0,2.0,5.0,,11.36,18.18,22.73,18.18,11.36,18.18,5.0,5.0,9.0,7.0,7.0
Female,0,24.0,Biology/Chemistry/Physics,Caucasian,9.0,7.0,Minnesota,"38,774.00",MeetNewPeople,AlmostNever,SeveralAWeek,Academic/Research,2.0,2.0,9.0,5.0,2.0,1.0,8.0,10.0,10.0,5.0,8.0,9.0,2.0,5.0,,11.36,18.18,22.73,18.18,11.36,18.18,5.0,5.0,9.0,7.0,7.0
Female,0,36.0,English/Journalism,Caucasian,1.0,7.0,New York,"58,802.00",SeriousRelationship,AlmostNever,SeveralAWeek,Academic/Research,5.0,5.0,5.0,8.0,1.0,3.0,10.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,,18.18,18.18,18.18,18.18,13.64,13.64,8.0,8.0,8.0,8.0,8.0
Female,0,36.0,English/Journalism,Caucasian,1.0,7.0,New York,"58,802.00",SeriousRelationship,AlmostNever,SeveralAWeek,Academic/Research,5.0,5.0,5.0,8.0,1.0,3.0,10.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,,18.18,18.18,18.18,18.18,13.64,13.64,8.0,8.0,8.0,8.0,8.0
Female,0,36.0,English/Journalism,Caucasian,1.0,7.0,New York,"58,802.00",SeriousRelationship,AlmostNever,SeveralAWeek,Academic/Research,5.0,5.0,5.0,8.0,1.0,3.0,10.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,,18.18,18.18,18.18,18.18,13.64,13.64,8.0,8.0,8.0,8.0,8.0
Female,0,36.0,English/Journalism,Caucasian,1.0,7.0,New York,"58,802.00",SeriousRelationship,AlmostNever,SeveralAWeek,Academic/Research,5.0,5.0,5.0,8.0,1.0,3.0,10.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,,18.18,18.18,18.18,18.18,13.64,13.64,8.0,8.0,8.0,8.0,8.0
Female,0,36.0,English/Journalism,Caucasian,1.0,7.0,New York,"58,802.00",SeriousRelationship,AlmostNever,SeveralAWeek,Academic/Research,5.0,5.0,5.0,8.0,1.0,3.0,10.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,,18.18,18.18,18.18,18.18,13.64,13.64,8.0,8.0,8.0,8.0,8.0
Female,0,36.0,English/Journalism,Caucasian,1.0,7.0,New York,"58,802.00",SeriousRelationship,AlmostNever,SeveralAWeek,Academic/Research,5.0,5.0,5.0,8.0,1.0,3.0,10.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,,18.18,18.18,18.18,18.18,13.64,13.64,8.0,8.0,8.0,8.0,8.0
Female,1,36.0,English/Journalism,Caucasian,1.0,7.0,New York,"58,802.00",SeriousRelationship,AlmostNever,SeveralAWeek,Academic/Research,5.0,5.0,5.0,8.0,1.0,3.0,10.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,,18.18,18.18,18.18,18.18,13.64,13.64,8.0,8.0,8.0,8.0,8.0
Female,0,36.0,English/Journalism,Caucasian,1.0,7.0,New York,"58,802.00",SeriousRelationship,AlmostNever,SeveralAWeek,Academic/Research,5.0,5.0,5.0,8.0,1.0,3.0,10.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,,18.18,18.18,18.18,18.18,13.64,13.64,8.0,8.0,8.0,8.0,8.0
Female,0,36.0,English/Journalism,Caucasian,1.0,7.0,New York,"58,802.00",SeriousRelationship,AlmostNever,SeveralAWeek,Academic/Research,5.0,5.0,5.0,8.0,1.0,3.0,10.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,,18.18,18.18,18.18,18.18,13.64,13.64,8.0,8.0,8.0,8.0,8.0
Female,0,36.0,English/Journalism,Caucasian,1.0,7.0,New York,"58,802.00",SeriousRelationship,AlmostNever,SeveralAWeek,Academic/Research,5.0,5.0,5.0,8.0,1.0,3.0,10.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,,18.18,18.18,18.18,18.18,13.64,13.64,8.0,8.0,8.0,8.0,8.0
Female,0,36.0,English/Journalism,Caucasian,1.0,7.0,New York,"58,802.00",SeriousRelationship,AlmostNever,SeveralAWeek,Academic/Research,5.0,5.0,5.0,8.0,1.0,3.0,10.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,,18.18,18.18,18.18,18.18,13.64,13.64,8.0,8.0,8.0,8.0,8.0
Female,0,36.0,English/Journalism,Caucasian,1.0,7.0,New York,"58,802.00",SeriousRelationship,AlmostNever,SeveralAWeek,Academic/Research,5.0,5.0,5.0,8.0,1.0,3.0,10.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,,18.18,18.18,18.18,18.18,13.64,13.64,8.0,8.0,8.0,8.0,8.0
Female,0,36.0,English/Journalism,Caucasian,1.0,7.0,New York,"58,802.00",SeriousRelationship,AlmostNever,SeveralAWeek,Academic/Research,5.0,5.0,5.0,8.0,1.0,3.0,10.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,,18.18,18.18,18.18,18.18,13.64,13.64,8.0,8.0,8.0,8.0,8.0
Female,0,36.0,English/Journalism,Caucasian,1.0,7.0,New York,"58,802.00",SeriousRelationship,AlmostNever,SeveralAWeek,Academic/Research,5.0,5.0,5.0,8.0,1.0,3.0,10.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,,18.18,18.18,18.18,18.18,13.64,13.64,8.0,8.0,8.0,8.0,8.0
Female,0,36.0,English/Journalism,Caucasian,1.0,7.0,New York,"58,802.00",SeriousRelationship,AlmostNever,SeveralAWeek,Academic/Research,5.0,5.0,5.0,8.0,1.0,3.0,10.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,,18.18,18.18,18.18,18.18,13.64,13.64,8.0,8.0,8.0,8.0,8.0
Female,0,36.0,English/Journalism,Caucasian,1.0,7.0,New York,"58,802.00",SeriousRelationship,AlmostNever,SeveralAWeek,Academic/Research,5.0,5.0,5.0,8.0,1.0,3.0,10.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,,18.18,18.18,18.18,18.18,13.64,13.64,8.0,8.0,8.0,8.0,8.0
Female,0,26.0,Business/Economics/Finance,Asian,3.0,3.0,New York,"41,831.00",Experience,OneAMonth,SeveralAWeek,Finance/Marketing/Business,8.0,8.0,9.0,9.0,2.0,8.0,10.0,8.0,8.0,6.0,6.0,7.0,10.0,5.0,,18.0,18.0,20.0,18.0,16.0,10.0,8.0,7.0,9.0,8.0,7.0
Female,0,26.0,Business/Economics/Finance,Asian,3.0,3.0,New York,"41,831.00",Experience,OneAMonth,SeveralAWeek,Finance/Marketing/Business,8.0,8.0,9.0,9.0,2.0,8.0,10.0,8.0,8.0,6.0,6.0,7.0,10.0,5.0,,18.0,18.0,20.0,18.0,16.0,10.0,8.0,7.0,9.0,8.0,7.0
Female,1,26.0,Business/Economics/Finance,Asian,3.0,3.0,New York,"41,831.00",Experience,OneAMonth,SeveralAWeek,Finance/Marketing/Business,8.0,8.0,9.0,9.0,2.0,8.0,10.0,8.0,8.0,6.0,6.0,7.0,10.0,5.0,,18.0,18.0,20.0,18.0,16.0,10.0,8.0,7.0,9.0,8.0,7.0
Female,0,26.0,Business/Economics/Finance,Asian,3.0,3.0,New York,"41,831.00",Experience,OneAMonth,SeveralAWeek,Finance/Marketing/Business,8.0,8.0,9.0,9.0,2.0,8.0,10.0,8.0,8.0,6.0,6.0,7.0,10.0,5.0,,18.0,18.0,20.0,18.0,16.0,10.0,8.0,7.0,9.0,8.0,7.0
Female,0,26.0,Business/Economics/Finance,Asian,3.0,3.0,New York,"41,831.00",Experience,OneAMonth,SeveralAWeek,Finance/Marketing/Business,8.0,8.0,9.0,9.0,2.0,8.0,10.0,8.0,8.0,6.0,6.0,7.0,10.0,5.0,,18.0,18.0,20.0,18.0,16.0,10.0,8.0,7.0,9.0,8.0,7.0
Female,0,26.0,Business/Economics/Finance,Asian,3.0,3.0,New York,"41,831.00",Experience,OneAMonth,SeveralAWeek,Finance/Marketing/Business,8.0,8.0,9.0,9.0,2.0,8.0,10.0,8.0,8.0,6.0,6.0,7.0,10.0,5.0,,18.0,18.0,20.0,18.0,16.0,10.0,8.0,7.0,9.0,8.0,7.0
Female,0,26.0,Business/Economics/Finance,Asian,3.0,3.0,New York,"41,831.00",Experience,OneAMonth,SeveralAWeek,Finance/Marketing/Business,8.0,8.0,9.0,9.0,2.0,8.0,10.0,8.0,8.0,6.0,6.0,7.0,10.0,5.0,,18.0,18.0,20.0,18.0,16.0,10.0,8.0,7.0,9.0,8.0,7.0
Female,1,26.0,Business/Economics/Finance,Asian,3.0,3.0,New York,"41,831.00",Experience,OneAMonth,SeveralAWeek,Finance/Marketing/Business,8.0,8.0,9.0,9.0,2.0,8.0,10.0,8.0,8.0,6.0,6.0,7.0,10.0,5.0,,18.0,18.0,20.0,18.0,16.0,10.0,8.0,7.0,9.0,8.0,7.0
Female,1,26.0,Business/Economics/Finance,Asian,3.0,3.0,New York,"41,831.00",Experience,OneAMonth,SeveralAWeek,Finance/Marketing/Business,8.0,8.0,9.0,9.0,2.0,8.0,10.0,8.0,8.0,6.0,6.0,7.0,10.0,5.0,,18.0,18.0,20.0,18.0,16.0,10.0,8.0,7.0,9.0,8.0,7.0
Female,0,26.0,Business/Economics/Finance,Asian,3.0,3.0,New York,"41,831.00",Experience,OneAMonth,SeveralAWeek,Finance/Marketing/Business,8.0,8.0,9.0,9.0,2.0,8.0,10.0,8.0,8.0,6.0,6.0,7.0,10.0,5.0,,18.0,18.0,20.0,18.0,16.0,10.0,8.0,7.0,9.0,8.0,7.0
Female,0,26.0,Business/Economics/Finance,Asian,3.0,3.0,New York,"41,831.00",Experience,OneAMonth,SeveralAWeek,Finance/Marketing/Business,8.0,8.0,9.0,9.0,2.0,8.0,10.0,8.0,8.0,6.0,6.0,7.0,10.0,5.0,,18.0,18.0,20.0,18.0,16.0,10.0,8.0,7.0,9.0,8.0,7.0
Female,1,26.0,Business/Economics/Finance,Asian,3.0,3.0,New York,"41,831.00",Experience,OneAMonth,SeveralAWeek,Finance/Marketing/Business,8.0,8.0,9.0,9.0,2.0,8.0,10.0,8.0,8.0,6.0,6.0,7.0,10.0,5.0,,18.0,18.0,20.0,18.0,16.0,10.0,8.0,7.0,9.0,8.0,7.0
Female,0,26.0,Business/Economics/Finance,Asian,3.0,3.0,New York,"41,831.00",Experience,OneAMonth,SeveralAWeek,Finance/Marketing/Business,8.0,8.0,9.0,9.0,2.0,8.0,10.0,8.0,8.0,6.0,6.0,7.0,10.0,5.0,,18.0,18.0,20.0,18.0,16.0,10.0,8.0,7.0,9.0,8.0,7.0
Female,0,26.0,Business/Economics/Finance,Asian,3.0,3.0,New York,"41,831.00",Experience,OneAMonth,SeveralAWeek,Finance/Marketing/Business,8.0,8.0,9.0,9.0,2.0,8.0,10.0,8.0,8.0,6.0,6.0,7.0,10.0,5.0,,18.0,18.0,20.0,18.0,16.0,10.0,8.0,7.0,9.0,8.0,7.0
Female,1,26.0,Business/Economics/Finance,Asian,3.0,3.0,New York,"41,831.00",Experience,OneAMonth,SeveralAWeek,Finance/Marketing/Business,8.0,8.0,9.0,9.0,2.0,8.0,10.0,8.0,8.0,6.0,6.0,7.0,10.0,5.0,,18.0,18.0,20.0,18.0,16.0,10.0,8.0,7.0,9.0,8.0,7.0
